run_id,source_frame_index,sensor_time_unix_s,log_msg_time_unix_s,mapping_abs_residual_ms,log_source_line,points_before_fusing,downsample_ms,fuse_ms,shuffle_ms,cloud_to_array_ms,inference_ms,postprocess_ms,nms_ms,listed_stage_sum_ms,lidar_detection_execution_trace_ms,inference_share_of_trace_execution,data_status,missing_reason
202609031348,124,1788414539.7314348,1788414539.731435,0.0002384185791015625,5614.0,35086.0,7.53151,0.050785,0.000288,0.219266,77.136,0.162274,0.106561,85.206684,85.302976,0.904259190206916,complete,
202609031348,125,1788414539.8322845,1788414539.832284,0.000476837158203125,5663.0,35067.0,10.9522,0.072064,0.00032,0.335716,75.9182,0.181762,0.304708,87.76497,87.943104,0.8632649582166214,complete,
202609031348,126,1788414539.93169,1788414539.93169,0.0,5709.0,35006.0,7.38156,0.049185,0.000256,0.20781,73.111,0.606248,0.110017,81.466076,81.615616,0.8957967063558033,complete,
202609031348,127,1788414540.0310502,1788414540.03105,0.0002384185791015625,5757.0,35007.0,14.859,0.087649,0.000576,0.424101,75.4221,0.241763,0.175234,91.210423,91.371872,0.8254411160581235,complete,
202609031348,128,1788414540.131146,1788414540.131146,0.0,5801.0,34955.0,7.76384,0.051232,0.000256,0.209539,73.4588,0.162914,0.127714,81.774295,81.886688,0.8970786558127738,complete,
202609031348,129,1788414540.2321222,1788414540.232122,0.0002384185791015625,5845.0,34924.0,8.60299,0.050785,0.000448,0.223554,75.1239,0.17261,0.113345,84.287632,84.408288,0.8900062041300969,complete,
202609031348,130,1788414540.332518,1788414540.332518,0.0,5902.0,34910.0,16.8841,0.095426,0.000352,0.535398,75.7077,0.228067,0.137922,93.588965,93.728064,0.807737797720862,complete,
202609031348,131,1788414540.431615,1788414540.431615,0.0,5941.0,34959.0,9.90403,0.061249,0.000288,0.257091,73.9659,0.165379,0.115425,84.469362,84.587616,0.8744294200229027,complete,
202609031348,132,1788414540.5317392,1788414540.531739,0.0002384185791015625,5989.0,35017.0,8.07162,0.054561,0.000256,0.208994,74.7509,0.16461,0.117505,83.368446,83.503776,0.8951798778536674,complete,
202609031348,133,1788414540.6319053,1788414540.631905,0.0002384185791015625,6039.0,35101.0,8.01927,0.047969,0.000288,0.210626,74.269,0.17597,0.239011,82.962134,83.188928,0.8927750577576863,complete,
202609031348,134,1788414540.7312508,1788414540.731251,0.0002384185791015625,6082.0,35123.0,10.8178,0.063201,0.000288,0.274404,74.1037,0.164803,0.110881,85.535077,85.684992,0.8648387339523823,complete,
